OrderId,Date,Product,Quantity,UnitPrice,Region,Customer
ORD001529,2024-01-27,Smart Watch,10,592.76,West,CUST0307
ORD001530,2024-11-07,Wireless Mouse,19,1150.44,South,CUST0193
ORD001531,2023-09-11,Tablet Stand,9,1077.62,East,CUST0329
ORD001532,2024-12-16,Monitor,8,972.34,West,CUST0465
ORD001533,2023-06-03,USB Hub,14,335.49,South,CUST0051
ORD001534,2023-09-11,Gaming Mouse,13,380.47,Central,CUST0443
ORD001535,2023-12-01,Monitor,18,622.65,East,CUST0154
ORD001536,2023-08-15,Speaker,12,917.66,Central,CUST0148
ORD001537,2024-05-11,Laptop Bag,14,101.04,North,CUST0027
ORD001538,2024-02-05,Charger,19,802.73,South,CUST0264
ORD001539,2023-11-27,Laptop Pro,1,20.96,West,CUST0033
ORD001540,2023-08-29,Keyboard,11,949.58,North,CUST0171
ORD001541,2024-08-20,Laptop Pro,3,1176.34,Central,CUST0022
ORD001542,2023-12-26,Headphones,7,679.07,West,CUST0363
ORD001543,2024-02-19,Charger,12,1084.32,South,CUST0247
ORD001544,2023-04-26,Gaming Mouse,18,439.52,West,CUST0017
ORD001545,2023-04-26,Monitor,1,762.74,North,CUST0035
ORD001546,2023-09-07,Cable Kit,6,1183.6,North,CUST0465
ORD001547,2023-06-09,Gaming Mouse,14,84.08,North,CUST0190
ORD001548,2023-02-25,Power Supply,19,450.82,Central,CUST0189
ORD001549,2024-07-27,SSD,11,91.98,West,CUST0169
ORD001550,2024-03-05,Graphics Card,3,550.7,North,CUST0086
ORD001551,2023-07-26,CPU Cooler,6,928.63,North,CUST0191
ORD001552,2023-03-09,Laptop Pro,9,146.32,North,CUST0233
ORD001553,2024-06-17,USB Hub,1,989.4,East,CUST0293
ORD001554,2024-03-30,Keyboard,19,671.54,South,CUST0462
ORD001555,2024-07-09,Cable Kit,19,792.41,South,CUST0014
ORD001556,2023-12-21,Power Supply,18,1038.21,East,CUST0192
ORD001557,2023-12-23,CPU Cooler,5,307.8,Central,CUST0130
ORD001558,2023-09-23,RAM Kit,6,1277.43,North,CUST0342
ORD001559,2023-09-11,Keyboard,12,262.15,South,CUST0476
ORD001560,2024-02-21,Power Supply,16,1112.64,North,CUST0458
ORD001561,2024-09-04,CPU Cooler,13,151.34,Central,CUST0214
ORD001562,2023-09-13,Graphics Card,15,759.51,East,CUST0223
ORD001563,2024-06-19,Laptop Pro,4,861.56,North,CUST0460
ORD001564,2024-04-05,Desk Lamp,6,648.72,North,CUST0293
ORD001565,2024-09-05,CPU Cooler,14,1002.59,West,CUST0254
ORD001566,2023-08-23,SSD,3,1220.58,North,CUST0085
ORD001567,2023-05-09,Keyboard,7,608.1,Central,CUST0400
ORD001568,2024-11-15,CPU Cooler,6,732.11,East,CUST0274
ORD001569,2024-01-01,Laptop Bag,6,679.54,South,CUST0480
ORD001570,2023-03-26,Headphones,15,317.43,Central,CUST0067
ORD001571,2024-05-01,Wireless Mouse,11,625.02,Central,CUST0295
ORD001572,2023-03-11,CPU Cooler,1,688.99,West,CUST0208
ORD001573,2024-08-08,Monitor,16,972.73,Central,CUST0207
ORD001574,2023-05-18,Power Supply,14,1097.69,Central,CUST0378
ORD001575,2023-08-23,Gaming Mouse,17,965.44,North,CUST0323
ORD001576,2023-02-27,Monitor,18,694.39,North,CUST0122
ORD001577,2023-05-11,Graphics Card,4,667.44,Central,CUST0245
ORD001578,2024-03-12,Tablet Stand,14,990.09,North,CUST0171
ORD001579,2023-09-20,Webcam,17,1095.8,South,CUST0081
ORD001580,2024-01-09,Tablet Stand,5,89.46,North,CUST0260
ORD001581,2024-03-30,RAM Kit,16,826.04,West,CUST0475
ORD001582,2024-05-21,Laptop Pro,10,828.55,Central,CUST0235
ORD001583,2024-11-22,Cable Kit,8,746.53,South,CUST0055
ORD001584,2024-01-08,Laptop Pro,2,839.33,West,CUST0080
ORD001585,2023-04-24,Tablet Stand,15,865.45,South,CUST0426
ORD001586,2023-09-12,Charger,17,1284.73,West,CUST0368
ORD001587,2023-11-24,Smart Watch,19,649.85,Central,CUST0433
ORD001588,2023-12-29,Graphics Card,7,121.26,West,CUST0383
ORD001589,2023-12-26,Laptop Pro,13,41.62,West,CUST0253
ORD001590,2023-10-29,SSD,16,1295.64,South,CUST0458
ORD001591,2024-11-18,Speaker,7,734.09,South,CUST0321
ORD001592,2023-05-20,SSD,12,1287.36,North,CUST0469
ORD001593,2024-09-18,Keyboard,4,1268.86,South,CUST0456
ORD001594,2023-02-18,Desk Lamp,7,689.91,West,CUST0497
ORD001595,2023-11-14,RAM Kit,9,993.23,West,CUST0159
ORD001596,2024-05-23,Laptop Pro,7,1156.93,North,CUST0378
ORD001597,2024-10-14,RAM Kit,16,256.6,Central,CUST0058
ORD001598,2023-08-20,CPU Cooler,2,588.64,South,CUST0261
ORD001599,2023-05-25,CPU Cooler,20,384.91,West,CUST0264
ORD001600,2023-08-23,Speaker,18,618.82,West,CUST0474
ORD001601,2023-05-24,Graphics Card,9,392.7,South,CUST0281
ORD001602,2023-01-27,Laptop Pro,20,787.36,South,CUST0418
ORD001603,2024-01-12,Charger,17,661.68,East,CUST0076
ORD001604,2023-04-16,Desk Lamp,6,48.49,West,CUST0007
ORD001605,2024-08-19,Laptop Pro,2,21.93,Central,CUST0144
ORD001606,2023-04-30,Speaker,17,1283.37,Central,CUST0226
ORD001607,2024-07-21,SSD,16,460.65,Central,CUST0090
ORD001608,2024-06-02,Webcam,16,284.59,West,CUST0474
ORD001609,2024-12-07,Desk Lamp,10,584.46,Central,CUST0359
ORD001610,2024-05-24,Wireless Mouse,5,127.0,Central,CUST0390
ORD001611,2024-04-21,CPU Cooler,18,1232.59,Central,CUST0227
ORD001612,2023-07-05,Speaker,6,1046.14,West,CUST0016
ORD001613,2023-08-11,CPU Cooler,6,564.25,South,CUST0260
ORD001614,2024-11-18,Desk Lamp,2,1161.42,North,CUST0098
ORD001615,2024-10-08,USB Hub,9,878.59,West,CUST0431
ORD001616,2024-10-21,Wireless Mouse,7,980.53,East,CUST0210
ORD001617,2024-07-02,Graphics Card,7,683.14,North,CUST0270
ORD001618,2024-03-16,Headphones,7,769.71,South,CUST0441
ORD001619,2024-03-28,Laptop Pro,12,805.43,Central,CUST0450
ORD001620,2024-12-06,Power Supply,16,647.97,Central,CUST0246
ORD001621,2024-12-16,Power Supply,20,883.93,Central,CUST0274
ORD001622,2023-01-30,CPU Cooler,6,94.2,East,CUST0160
ORD001623,2024-12-12,Charger,10,727.85,North,CUST0395
ORD001624,2023-01-03,Power Supply,11,265.87,East,CUST0232
ORD001625,2024-11-01,Headphones,7,499.78,South,CUST0255
ORD001626,2023-03-26,Tablet Stand,4,1022.81,North,CUST0188
ORD001627,2024-08-23,CPU Cooler,17,550.7,South,CUST0375
ORD001628,2024-06-24,Laptop Pro,1,210.56,West,CUST0143
ORD001629,2023-08-26,USB Hub,6,1270.99,East,CUST0435
ORD001630,2024-06-26,Desk Lamp,1,471.83,West,CUST0116
ORD001631,2024-11-27,Desk Lamp,7,340.42,West,CUST0023
ORD001632,2023-08-17,Desk Lamp,5,1010.04,Central,CUST0218
ORD001633,2024-09-19,Speaker,20,290.04,East,CUST0427
ORD001634,2024-10-04,Wireless Mouse,19,1240.51,North,CUST0065
ORD001635,2023-07-22,Laptop Pro,13,304.69,North,CUST0376
ORD001636,2023-04-27,Monitor,12,422.13,West,CUST0191
ORD001637,2024-09-01,USB Hub,16,102.39,Central,CUST0407
ORD001638,2024-10-11,Keyboard,2,1062.72,Central,CUST0285
ORD001639,2024-11-17,Cable Kit,18,451.35,North,CUST0138
ORD001640,2023-01-28,SSD,9,934.21,West,CUST0288
ORD001641,2023-09-30,Wireless Mouse,11,770.19,North,CUST0219
ORD001642,2023-04-06,Monitor,16,751.45,West,CUST0402
ORD001643,2023-12-17,Laptop Bag,12,635.74,Central,CUST0147
ORD001644,2023-01-15,Headphones,16,248.45,West,CUST0352
ORD001645,2024-01-16,Webcam,19,97.83,East,CUST0372
ORD001646,2024-03-19,SSD,2,769.15,Central,CUST0307
ORD001647,2024-01-13,Headphones,2,520.89,South,CUST0445
ORD001648,2024-12-04,Keyboard,12,355.95,South,CUST0243
ORD001649,2024-01-30,Laptop Bag,14,216.58,North,CUST0148
ORD001650,2024-01-26,Power Supply,8,247.51,East,CUST0276
ORD001651,2023-08-10,Laptop Bag,6,237.35,Central,CUST0154
ORD001652,2023-02-15,Headphones,20,857.79,West,CUST0263
ORD001653,2023-02-20,CPU Cooler,1,367.7,South,CUST0036
ORD001654,2024-06-29,Gaming Mouse,20,1134.26,South,CUST0242
ORD001655,2024-06-26,Wireless Mouse,8,314.36,Central,CUST0397
ORD001656,2024-05-03,Smart Watch,17,208.24,Central,CUST0454
ORD001657,2024-11-15,Cable Kit,8,150.4,West,CUST0166
ORD001658,2024-04-25,Cable Kit,3,1072.22,West,CUST0424
ORD001659,2023-07-07,Smart Watch,19,800.62,Central,CUST0106
ORD001660,2023-08-24,Graphics Card,1,1296.59,South,CUST0204
ORD001661,2024-12-07,RAM Kit,14,630.42,West,CUST0455
ORD001662,2024-06-13,Power Supply,3,629.97,Central,CUST0417
ORD001663,2024-02-16,Tablet Stand,8,368.68,North,CUST0303
ORD001664,2024-07-04,Headphones,19,221.85,North,CUST0312
ORD001665,2023-02-20,USB Hub,18,1172.62,North,CUST0015
ORD001666,2023-05-14,Graphics Card,11,771.19,West,CUST0301
ORD001667,2024-12-01,Speaker,18,522.64,North,CUST0058
ORD001668,2024-12-17,CPU Cooler,7,773.63,Central,CUST0350
ORD001669,2024-04-28,Charger,13,686.66,South,CUST0122
ORD001670,2024-02-02,Monitor,16,774.29,South,CUST0065
ORD001671,2024-01-16,Cable Kit,18,526.28,East,CUST0367
ORD001672,2024-05-09,Keyboard,10,371.55,South,CUST0473
ORD001673,2024-05-15,Webcam,19,745.77,West,CUST0098
ORD001674,2024-06-22,Power Supply,6,987.29,East,CUST0488
ORD001675,2023-06-10,Gaming Mouse,16,967.26,Central,CUST0335
ORD001676,2023-03-21,Tablet Stand,17,899.35,Central,CUST0280
ORD001677,2024-05-19,RAM Kit,9,1257.04,East,CUST0306
ORD001678,2024-11-27,Graphics Card,17,1112.08,North,CUST0284
ORD001679,2023-07-11,Tablet Stand,11,987.26,Central,CUST0486
ORD001680,2024-09-11,RAM Kit,17,138.01,South,CUST0493
ORD001681,2023-03-06,Laptop Pro,7,648.47,North,CUST0321
ORD001682,2024-01-12,Wireless Mouse,17,1140.68,West,CUST0389
ORD001683,2023-09-22,Gaming Mouse,10,1121.18,North,CUST0109
ORD001684,2024-11-23,Smart Watch,9,1140.55,Central,CUST0200
ORD001685,2024-01-11,Cable Kit,1,463.9,Central,CUST0498
ORD001686,2024-03-18,Headphones,6,54.78,East,CUST0430
ORD001687,2024-05-22,Speaker,13,1024.94,East,CUST0005
ORD001688,2023-08-13,USB Hub,5,427.65,East,CUST0001
ORD001689,2023-10-06,Webcam,11,463.52,East,CUST0124
ORD001690,2023-12-25,Speaker,18,646.33,West,CUST0035
ORD001691,2023-02-05,Desk Lamp,16,202.8,South,CUST0334
ORD001692,2023-10-14,USB Hub,13,124.37,Central,CUST0275
ORD001693,2023-02-17,Tablet Stand,20,856.23,West,CUST0211
ORD001694,2023-08-12,Headphones,12,1042.72,West,CUST0473
ORD001695,2024-12-09,Speaker,20,343.23,East,CUST0166
ORD001696,2023-09-28,SSD,7,1034.96,Central,CUST0363
ORD001697,2024-03-23,Smart Watch,12,889.12,South,CUST0283
ORD001698,2023-05-26,Gaming Mouse,5,20.11,Central,CUST0066
ORD001699,2023-07-14,CPU Cooler,16,50.26,Central,CUST0322
ORD001700,2023-01-06,CPU Cooler,9,521.2,East,CUST0425
ORD001701,2023-09-28,Graphics Card,12,840.4,Central,CUST0417
ORD001702,2023-12-27,Laptop Pro,11,182.64,East,CUST0089
ORD001703,2024-07-09,Speaker,7,1215.41,West,CUST0198
ORD001704,2024-05-04,Graphics Card,20,481.7,Central,CUST0119
ORD001705,2023-03-03,Keyboard,18,396.7,North,CUST0473
ORD001706,2024-10-24,Charger,13,460.01,Central,CUST0410
ORD001707,2023-09-21,Charger,20,549.34,East,CUST0447
ORD001708,2024-04-14,Webcam,9,579.05,East,CUST0213
ORD001709,2023-05-27,Wireless Mouse,14,212.66,West,CUST0256
ORD001710,2023-01-08,Webcam,2,45.89,East,CUST0146
ORD001711,2024-02-01,Power Supply,1,676.58,East,CUST0413
ORD001712,2024-05-27,Webcam,5,1269.74,West,CUST0314
ORD001713,2024-09-25,Desk Lamp,8,716.72,South,CUST0102
ORD001714,2023-04-28,Speaker,10,895.6,West,CUST0121
ORD001715,2024-07-27,USB Hub,6,115.24,Central,CUST0074
ORD001716,2024-02-14,RAM Kit,20,1081.76,East,CUST0145
ORD001717,2023-07-26,Wireless Mouse,17,214.47,Central,CUST0215
ORD001718,2024-12-30,Power Supply,9,1080.24,North,CUST0492
ORD001719,2024-01-17,Graphics Card,4,1047.08,East,CUST0235
ORD001720,2023-04-22,Charger,13,489.06,Central,CUST0046
ORD001721,2024-10-31,Gaming Mouse,3,341.13,West,CUST0178
ORD001722,2024-12-11,RAM Kit,17,402.12,South,CUST0041
ORD001723,2024-03-07,Webcam,13,517.44,East,CUST0496
ORD001724,2023-11-29,Wireless Mouse,5,1016.75,North,CUST0497
ORD001725,2023-03-22,CPU Cooler,15,246.18,South,CUST0458
ORD001726,2024-05-27,Headphones,9,1085.22,East,CUST0015
ORD001727,2023-08-26,Laptop Pro,1,1120.03,East,CUST0152
ORD001728,2024-09-30,Graphics Card,12,516.05,North,CUST0063
ORD001729,2024-06-15,Laptop Pro,4,695.42,East,CUST0466
ORD001730,2024-12-08,Keyboard,13,1278.17,West,CUST0233
ORD001731,2024-04-03,RAM Kit,8,10.33,East,CUST0130
ORD001732,2023-09-07,Tablet Stand,6,82.92,North,CUST0346
ORD001733,2023-12-17,Graphics Card,7,880.92,North,CUST0166
ORD001734,2024-08-15,SSD,14,44.13,North,CUST0050
ORD001735,2024-05-14,Charger,15,1196.89,East,CUST0225
ORD001736,2024-06-02,Tablet Stand,16,950.61,North,CUST0183
ORD001737,2023-08-21,Graphics Card,2,707.89,North,CUST0075
ORD001738,2023-02-06,Smart Watch,8,344.32,West,CUST0198
ORD001739,2024-01-08,Graphics Card,4,706.18,North,CUST0122
ORD001740,2023-10-17,SSD,11,351.09,South,CUST0431
ORD001741,2024-10-11,Headphones,9,307.34,West,CUST0485
ORD001742,2024-09-25,Cable Kit,9,746.18,South,CUST0393
ORD001743,2024-09-27,Cable Kit,19,1070.37,North,CUST0293
ORD001744,2023-06-28,Headphones,15,337.16,South,CUST0195
ORD001745,2024-02-02,Smart Watch,9,812.16,Central,CUST0008
ORD001746,2023-05-10,Power Supply,1,851.78,South,CUST0142
ORD001747,2023-09-29,Tablet Stand,4,1252.96,East,CUST0187
ORD001748,2023-07-31,Webcam,14,200.6,East,CUST0339
ORD001749,2023-01-04,Tablet Stand,12,925.53,Central,CUST0107
ORD001750,2023-05-08,Laptop Bag,7,1032.49,Central,CUST0427
ORD001751,2023-08-14,SSD,18,184.16,North,CUST0386
ORD001752,2024-01-07,Monitor,7,313.7,North,CUST0360
ORD001753,2024-06-09,Tablet Stand,18,1045.4,Central,CUST0416
ORD001754,2024-12-08,Speaker,4,1273.89,South,CUST0369
ORD001755,2023-11-08,Tablet Stand,20,852.17,Central,CUST0428
ORD001756,2023-03-15,Wireless Mouse,13,1085.86,Central,CUST0302
ORD001757,2023-04-12,USB Hub,14,219.99,East,CUST0429
ORD001758,2023-05-23,RAM Kit,20,405.41,East,CUST0257
ORD001759,2023-02-25,Headphones,14,261.84,South,CUST0497
ORD001760,2024-07-03,USB Hub,9,1086.94,South,CUST0139
ORD001761,2023-10-31,Charger,7,111.02,Central,CUST0377
ORD001762,2023-02-22,Power Supply,4,369.24,Central,CUST0451
ORD001763,2024-10-31,Charger,7,40.53,East,CUST0020
ORD001764,2024-05-19,Speaker,9,676.92,North,CUST0304
ORD001765,2023-08-21,Speaker,1,266.4,West,CUST0239
ORD001766,2023-01-14,Keyboard,12,55.38,Central,CUST0387
ORD001767,2024-11-27,Laptop Pro,15,1254.72,West,CUST0252
ORD001768,2023-10-14,RAM Kit,13,900.2,North,CUST0210
ORD001769,2024-01-30,RAM Kit,10,1159.17,South,CUST0371
ORD001770,2023-05-14,SSD,16,213.31,Central,CUST0381
ORD001771,2023-08-12,Smart Watch,1,1232.26,North,CUST0373
ORD001772,2024-10-04,Smart Watch,13,962.42,Central,CUST0164
ORD001773,2024-08-23,Keyboard,5,1272.03,East,CUST0017
ORD001774,2023-05-04,Speaker,9,44.78,West,CUST0358
ORD001775,2023-03-08,RAM Kit,7,165.33,South,CUST0011
ORD001776,2023-03-16,Graphics Card,2,561.0,Central,CUST0301
ORD001777,2023-04-08,RAM Kit,7,1172.23,West,CUST0067
ORD001778,2024-02-05,SSD,15,340.96,North,CUST0052
ORD001779,2023-07-06,Keyboard,10,667.33,Central,CUST0032
ORD001780,2024-09-23,Gaming Mouse,20,83.79,West,CUST0116
ORD001781,2023-03-19,Charger,9,643.01,East,CUST0462
ORD001782,2023-03-10,Keyboard,16,189.96,East,CUST0152
ORD001783,2023-03-29,USB Hub,14,594.13,North,CUST0011
ORD001784,2023-01-30,Cable Kit,9,544.72,South,CUST0422
ORD001785,2023-06-23,Charger,5,389.87,West,CUST0267
ORD001786,2023-08-20,Desk Lamp,9,1220.41,South,CUST0388
ORD001787,2024-11-04,USB Hub,20,934.68,West,CUST0068
ORD001788,2024-08-01,Keyboard,5,1031.47,North,CUST0372
ORD001789,2024-03-12,Charger,11,117.65,South,CUST0173
ORD001790,2024-12-15,Monitor,13,124.71,South,CUST0483
ORD001791,2023-02-16,Monitor,3,1125.71,North,CUST0140
ORD001792,2023-01-30,SSD,10,1045.29,South,CUST0387
ORD001793,2023-04-04,Speaker,20,844.23,South,CUST0079
ORD001794,2023-10-31,Laptop Pro,3,172.59,East,CUST0274
ORD001795,2023-02-01,Graphics Card,3,548.77,West,CUST0050
ORD001796,2024-05-13,Cable Kit,8,1095.36,East,CUST0123
ORD001797,2024-10-29,Keyboard,12,132.31,East,CUST0127
ORD001798,2023-03-16,Wireless Mouse,11,34.62,West,CUST0322
ORD001799,2024-01-20,Keyboard,15,685.52,West,CUST0096
ORD001800,2023-04-08,Smart Watch,13,552.37,South,CUST0354
ORD001801,2024-02-02,Tablet Stand,2,954.1,East,CUST0005
ORD001802,2024-10-23,CPU Cooler,13,445.73,West,CUST0219
ORD001803,2024-04-05,Power Supply,1,728.47,West,CUST0112
ORD001804,2023-04-22,Keyboard,8,34.8,East,CUST0075
ORD001805,2024-10-08,USB Hub,11,896.45,North,CUST0340
ORD001806,2023-10-31,CPU Cooler,12,793.27,East,CUST0258
ORD001807,2024-10-14,Smart Watch,11,588.29,Central,CUST0376
ORD001808,2023-03-21,Speaker,15,663.18,Central,CUST0234
ORD001809,2023-05-21,Monitor,2,1205.07,South,CUST0058
ORD001810,2024-06-27,Webcam,11,1219.41,Central,CUST0003
ORD001811,2024-07-26,Charger,16,1293.43,Central,CUST0346
ORD001812,2023-04-05,CPU Cooler,4,1051.26,Central,CUST0182
ORD001813,2023-05-23,RAM Kit,6,1260.26,East,CUST0050
ORD001814,2023-04-10,Laptop Pro,14,306.66,West,CUST0239
ORD001815,2023-09-23,Wireless Mouse,14,472.16,East,CUST0449
ORD001816,2023-02-07,Power Supply,4,750.29,South,CUST0464
ORD001817,2023-12-20,Power Supply,7,1042.47,South,CUST0341
ORD001818,2023-09-21,USB Hub,12,878.31,East,CUST0451
ORD001819,2023-08-01,Gaming Mouse,6,719.33,West,CUST0181
ORD001820,2023-02-09,Webcam,14,359.92,West,CUST0145
ORD001821,2023-02-13,Monitor,11,696.13,North,CUST0382
ORD001822,2024-07-29,Gaming Mouse,15,99.68,West,CUST0047
ORD001823,2023-05-02,Charger,16,396.88,North,CUST0265
ORD001824,2023-06-09,RAM Kit,13,461.15,West,CUST0332
ORD001825,2024-04-12,Laptop Bag,4,1116.47,South,CUST0031
ORD001826,2023-09-05,CPU Cooler,2,769.51,North,CUST0218
ORD001827,2024-02-27,Desk Lamp,13,1053.03,Central,CUST0477
ORD001828,2024-10-05,Gaming Mouse,19,1222.31,South,CUST0082
ORD001829,2023-09-15,Keyboard,1,622.72,North,CUST0372
ORD001830,2024-08-06,Power Supply,17,233.14,North,CUST0290
ORD001831,2023-05-14,CPU Cooler,3,656.12,South,CUST0281
ORD001832,2023-08-06,Desk Lamp,3,1199.16,Central,CUST0266
ORD001833,2024-01-21,Tablet Stand,16,39.77,East,CUST0450
ORD001834,2024-01-10,Laptop Bag,3,456.9,East,CUST0035
ORD001835,2023-09-25,Gaming Mouse,11,684.13,North,CUST0262
ORD001836,2024-02-02,Charger,9,72.03,North,CUST0242
ORD001837,2023-06-02,Cable Kit,12,1127.08,East,CUST0085
ORD001838,2024-11-23,Cable Kit,10,143.78,West,CUST0448
ORD001839,2024-09-27,Smart Watch,8,844.19,West,CUST0086
ORD001840,2023-07-24,Smart Watch,3,256.75,West,CUST0050
ORD001841,2024-03-26,CPU Cooler,2,564.36,Central,CUST0222
ORD001842,2024-08-21,USB Hub,4,288.24,North,CUST0232
ORD001843,2023-06-25,RAM Kit,3,874.03,Central,CUST0458
ORD001844,2024-10-17,Webcam,20,1176.91,North,CUST0249
ORD001845,2023-12-12,RAM Kit,18,392.57,North,CUST0193
ORD001846,2024-11-22,CPU Cooler,17,1232.22,West,CUST0476
ORD001847,2023-12-23,Graphics Card,9,588.14,Central,CUST0112
ORD001848,2024-01-06,SSD,10,315.35,South,CUST0419
ORD001849,2023-12-10,Smart Watch,6,1034.02,Central,CUST0210
ORD001850,2024-04-01,SSD,3,166.83,West,CUST0486
ORD001851,2024-08-10,Graphics Card,13,243.43,South,CUST0379
ORD001852,2023-07-23,Gaming Mouse,8,48.21,North,CUST0082
ORD001853,2024-01-04,USB Hub,2,1237.83,West,CUST0247
ORD001854,2023-06-20,Cable Kit,6,495.84,West,CUST0390
ORD001855,2024-12-08,Monitor,1,140.41,East,CUST0235
ORD001856,2023-07-16,Laptop Bag,14,1193.49,North,CUST0406
ORD001857,2023-09-24,Smart Watch,7,145.52,West,CUST0034
ORD001858,2023-11-19,RAM Kit,6,1002.66,West,CUST0352
ORD001859,2024-02-05,Laptop Bag,9,469.35,North,CUST0013
ORD001860,2023-12-20,Headphones,7,427.92,Central,CUST0328
ORD001861,2024-10-04,Monitor,7,43.76,East,CUST0417
ORD001862,2023-07-16,Headphones,12,452.5,East,CUST0464
ORD001863,2023-05-10,Desk Lamp,12,435.1,West,CUST0299
ORD001864,2024-06-23,Laptop Pro,17,314.1,Central,CUST0115
ORD001865,2024-11-19,Charger,13,642.22,West,CUST0064
ORD001866,2023-12-15,Laptop Bag,3,1181.91,East,CUST0482
ORD001867,2023-01-15,RAM Kit,12,461.35,Central,CUST0101
ORD001868,2024-01-14,Smart Watch,11,62.65,West,CUST0262
ORD001869,2023-10-19,CPU Cooler,17,185.26,Central,CUST0251
ORD001870,2024-08-21,RAM Kit,1,1196.39,East,CUST0094
ORD001871,2024-06-02,USB Hub,14,46.89,South,CUST0264
ORD001872,2023-10-21,Desk Lamp,1,1119.45,North,CUST0191
ORD001873,2024-07-21,Power Supply,18,512.22,North,CUST0123
ORD001874,2024-05-30,Smart Watch,9,160.61,Central,CUST0015
ORD001875,2024-04-15,Tablet Stand,15,1149.08,North,CUST0089
ORD001876,2023-06-04,Headphones,15,1200.38,Central,CUST0459
ORD001877,2023-06-13,Power Supply,12,620.69,West,CUST0447
ORD001878,2023-04-09,SSD,7,296.95,East,CUST0258
ORD001879,2024-02-08,Gaming Mouse,6,357.78,West,CUST0146
ORD001880,2023-06-18,Speaker,20,529.6,North,CUST0276
ORD001881,2023-10-09,Gaming Mouse,16,695.42,North,CUST0492
ORD001882,2023-07-13,Laptop Bag,1,1110.54,Central,CUST0022
ORD001883,2024-10-26,Graphics Card,14,1026.99,Central,CUST0183
ORD001884,2023-04-21,Graphics Card,14,430.16,West,CUST0231
ORD001885,2023-02-08,Cable Kit,9,230.52,West,CUST0212
ORD001886,2023-06-03,Gaming Mouse,10,520.91,South,CUST0276
ORD001887,2024-03-10,Headphones,1,622.07,South,CUST0142
ORD001888,2024-02-14,Cable Kit,15,74.83,West,CUST0067
ORD001889,2023-09-19,CPU Cooler,10,223.48,East,CUST0488
ORD001890,2024-03-24,CPU Cooler,13,909.43,South,CUST0167
ORD001891,2023-03-20,Laptop Bag,8,216.69,Central,CUST0235
ORD001892,2023-08-17,Wireless Mouse,4,916.96,North,CUST0354
ORD001893,2023-01-17,Gaming Mouse,14,292.23,West,CUST0392
ORD001894,2024-11-23,Charger,3,1008.3,East,CUST0365
ORD001895,2023-03-13,Smart Watch,19,43.28,Central,CUST0029
ORD001896,2023-03-24,Smart Watch,14,1119.6,South,CUST0366
ORD001897,2023-11-13,Smart Watch,12,374.48,Central,CUST0050
ORD001898,2023-11-06,SSD,9,1268.42,East,CUST0374
ORD001899,2023-03-13,Graphics Card,16,876.88,East,CUST0337
ORD001900,2024-01-24,Laptop Pro,20,380.01,West,CUST0283
ORD001901,2023-09-23,Laptop Bag,1,433.47,Central,CUST0408
ORD001902,2024-11-06,Headphones,18,110.71,South,CUST0260
ORD001903,2024-12-26,Headphones,10,498.93,East,CUST0334
ORD001904,2024-07-07,USB Hub,8,1039.77,East,CUST0201
ORD001905,2024-03-03,Monitor,4,772.14,East,CUST0094
ORD001906,2024-04-18,Keyboard,17,556.94,North,CUST0177
ORD001907,2024-08-05,Smart Watch,8,204.06,East,CUST0348
ORD001908,2024-03-11,Laptop Bag,3,791.89,Central,CUST0071
ORD001909,2023-11-26,Desk Lamp,16,682.22,Central,CUST0328
ORD001910,2024-04-28,Laptop Bag,13,716.83,Central,CUST0283
ORD001911,2023-01-06,CPU Cooler,8,1095.13,West,CUST0206
ORD001912,2023-10-26,Tablet Stand,20,725.82,West,CUST0295
ORD001913,2023-12-04,Speaker,2,500.71,East,CUST0390
ORD001914,2024-04-22,Charger,6,103.72,Central,CUST0493
ORD001915,2023-09-14,CPU Cooler,17,138.38,East,CUST0379
ORD001916,2023-09-11,Desk Lamp,20,565.05,Central,CUST0369
ORD001917,2023-08-13,Gaming Mouse,8,129.86,West,CUST0057
ORD001918,2023-09-10,CPU Cooler,3,444.26,Central,CUST0415
ORD001919,2024-10-04,Smart Watch,15,1205.15,West,CUST0254
ORD001920,2024-02-15,RAM Kit,6,1162.88,North,CUST0379
ORD001921,2023-01-07,SSD,11,384.34,West,CUST0177
ORD001922,2023-08-11,Graphics Card,1,362.23,Central,CUST0014
ORD001923,2023-02-03,Graphics Card,17,334.49,South,CUST0115
ORD001924,2023-05-30,Keyboard,4,739.28,North,CUST0255
ORD001925,2024-07-19,Gaming Mouse,15,958.86,South,CUST0394
ORD001926,2024-03-22,Tablet Stand,2,976.98,North,CUST0199
ORD001927,2023-02-05,Laptop Bag,14,649.86,North,CUST0103
ORD001928,2024-08-21,CPU Cooler,6,631.44,Central,CUST0199
ORD001929,2023-07-30,Cable Kit,20,1003.65,South,CUST0429
ORD001930,2023-03-01,USB Hub,8,645.31,East,CUST0320
ORD001931,2023-04-30,Wireless Mouse,6,28.95,East,CUST0050
ORD001932,2024-11-18,Laptop Pro,14,632.55,South,CUST0133
ORD001933,2024-08-30,Laptop Pro,9,314.72,North,CUST0298
ORD001934,2023-06-25,Gaming Mouse,16,705.45,South,CUST0283
ORD001935,2023-09-28,Gaming Mouse,15,702.08,West,CUST0355
ORD001936,2024-07-18,Cable Kit,2,955.67,North,CUST0021
ORD001937,2024-01-22,Cable Kit,20,956.28,North,CUST0187
